bot_id,mice_type,steps,alpha
2,2,756,0.11
2,2,208,0.11
2,2,556,0.08
2,2,254,0.11
2,2,634,0.08
2,2,780,0.11
2,2,576,0.08
1,2,665,0.09
2,2,796,0.11
2,2,758,0.08
2,2,486,0.11
2,2,520,0.08
1,2,852,0.09
2,2,574,0.11
2,2,648,0.08
2,2,372,0.08
2,2,1048,0.11
2,2,920,0.08
1,2,1043,0.09
2,2,646,0.11
2,2,466,0.08
2,2,752,0.11
2,2,610,0.08
2,2,750,0.11
2,2,790,0.08
2,2,1442,0.11
2,2,1060,0.08
1,2,893,0.09
2,2,332,0.08
2,2,536,0.11
2,2,522,0.11
2,2,814,0.08
2,2,408,0.11
2,2,630,0.08
1,2,1069,0.09
2,2,536,0.11
2,2,974,0.08
2,2,370,0.08
2,2,1232,0.11
1,2,971,0.09
2,2,156,0.11
2,2,430,0.08
2,2,818,0.11
2,2,854,0.08
2,2,506,0.11
2,2,404,0.08
1,2,639,0.09
2,2,550,0.11
2,2,1056,0.08
2,2,484,0.11
1,2,612,0.09
2,2,558,0.08
2,2,610,0.11
2,2,580,0.11
2,2,870,0.08
1,2,929,0.09
2,2,646,0.11
2,2,810,0.08
2,2,594,0.11
2,2,598,0.08
1,2,915,0.09
2,2,952,0.08
2,2,1386,0.11
1,2,269,0.09
2,2,456,0.08
2,2,782,0.11
2,2,270,0.11
2,2,992,0.08
1,2,715,0.09
2,2,276,0.11
2,2,876,0.08
2,2,654,0.11
1,2,903,0.09
2,2,742,0.08
2,2,796,0.11
2,2,844,0.08
1,2,581,0.09
2,2,1000,0.11
2,2,936,0.08
2,2,750,0.11
1,2,392,0.09
2,2,376,0.11
2,2,542,0.08
2,2,410,0.11
1,2,527,0.09
2,2,1256,0.08
1,2,306,0.09
2,2,754,0.11
2,2,746,0.08
2,2,802,0.11
1,2,677,0.09
2,2,616,0.08
2,2,940,0.11
2,2,564,0.08
2,2,208,0.08
1,2,618,0.09
2,2,708,0.11
2,2,392,0.08
2,2,240,0.11
2,2,524,0.11
2,2,692,0.08
1,2,775,0.09
2,2,730,0.08
2,2,1198,0.11
2,2,538,0.08
2,2,524,0.11
1,2,963,0.09
2,2,404,0.11
2,2,1108,0.08
2,2,774,0.08
2,2,1486,0.11
2,2,224,0.08
1,2,1103,0.09
2,2,400,0.11
2,2,266,0.11
2,2,1104,0.08
1,2,520,0.09
2,2,650,0.11
2,2,938,0.08
1,2,446,0.09
2,2,858,0.11
2,2,560,0.08
2,2,688,0.11
2,2,532,0.08
2,2,660,0.11
1,2,1096,0.09
2,2,1120,0.08
2,2,826,0.11
2,2,620,0.08
2,2,390,0.11
1,2,748,0.09
2,2,770,0.11
2,2,1018,0.08
2,2,376,0.08
2,2,526,0.11
1,2,995,0.09
2,2,486,0.08
2,2,472,0.11
2,2,490,0.08
2,2,584,0.11
1,2,602,0.09
2,2,348,0.11
2,2,594,0.08
2,2,652,0.08
2,2,1078,0.11
2,2,376,0.08
2,2,858,0.11
2,2,696,0.08
1,2,1288,0.09
2,2,542,0.08
2,2,892,0.11
2,2,794,0.08
2,2,710,0.11
2,2,454,0.08
2,2,482,0.11
1,2,1207,0.09
2,2,1096,0.08
2,2,924,0.11
2,2,492,0.08
1,2,828,0.09
2,2,674,0.11
2,2,146,0.08
2,2,800,0.11
2,2,536,0.11
2,2,1736,0.08
1,2,1031,0.09
2,2,388,0.11
2,2,440,0.08
1,2,445,0.09
2,2,1156,0.11
2,2,1008,0.08
2,2,752,0.11
2,2,686,0.08
1,2,872,0.09
2,2,466,0.08
2,2,956,0.11
2,2,968,0.08
2,2,1320,0.11
1,2,1173,0.09
2,2,1010,0.11
2,2,1720,0.08
1,2,475,0.09
2,2,354,0.11
2,2,552,0.08
2,2,396,0.11
2,2,494,0.08
1,2,612,0.09
2,2,648,0.11
2,2,870,0.08
1,2,636,0.09
2,2,396,0.08
2,2,1326,0.11
2,2,502,0.08
2,2,734,0.11
2,2,582,0.08
2,2,192,0.11
1,2,856,0.09
2,2,226,0.11
2,2,256,0.08
1,2,111,0.09
1,2,175,0.09
2,2,560,0.11
2,2,930,0.08
2,2,536,0.11
1,2,420,0.09
2,2,712,0.08
2,2,564,0.11
2,2,1080,0.08
2,2,838,0.11
2,2,258,0.11
2,2,490,0.08
1,2,1180,0.09
2,2,150,0.08
2,2,454,0.11
2,2,296,0.11
1,2,632,0.09
2,2,940,0.11
2,2,1664,0.08
1,2,269,0.09
2,2,550,0.11
2,2,656,0.08
1,2,250,0.09
2,2,438,0.11
2,2,632,0.08
2,2,348,0.08
2,2,764,0.11
2,2,600,0.08
2,2,598,0.11
1,2,1268,0.09
2,2,684,0.11
2,2,1520,0.08
2,2,566,0.11
1,2,991,0.09
2,2,862,0.08
2,2,1196,0.11
2,2,436,0.08
2,2,794,0.11
2,2,612,0.08
1,2,698,0.09
2,2,328,0.11
1,2,150,0.09
2,2,536,0.08
2,2,878,0.08
2,2,1562,0.11
2,2,812,0.08
2,2,646,0.11
1,2,1294,0.09
2,2,488,0.08
2,2,350,0.11
1,2,237,0.09
2,2,796,0.11
2,2,902,0.08
2,2,640,0.11
2,2,760,0.08
2,2,718,0.11
2,2,856,0.08
1,2,1392,0.09
2,2,712,0.11
2,2,484,0.08
2,2,872,0.11
2,2,860,0.08
2,2,522,0.11
2,2,554,0.08
1,2,1309,0.09
2,2,588,0.08
2,2,1058,0.11
2,2,274,0.08
1,2,651,0.09
2,2,736,0.11
2,2,696,0.08
1,2,218,0.09
2,2,758,0.08
2,2,880,0.11
2,2,550,0.08
2,2,996,0.11
1,2,1051,0.09
2,2,658,0.08
2,2,1204,0.11
2,2,852,0.08
1,2,632,0.09
2,2,736,0.11
2,2,786,0.08
1,2,292,0.09
2,2,440,0.08
2,2,680,0.11
1,2,465,0.09
2,2,462,0.08
1,2,119,0.09
2,2,754,0.11
1,2,342,0.09
2,2,1616,0.08
1,2,153,0.09
2,2,1404,0.11
2,2,532,0.08
2,2,562,0.11
1,2,371,0.09
2,2,374,0.08
2,2,382,0.11
1,2,267,0.09
2,2,506,0.08
1,2,91,0.09
2,2,786,0.11
2,2,472,0.08
2,2,688,0.08
1,2,729,0.09
2,2,1320,0.11
2,2,642,0.08
1,2,292,0.09
2,2,382,0.08
2,2,1130,0.11
1,2,543,0.09
2,2,782,0.11
2,2,1524,0.08
2,2,930,0.11
2,2,840,0.08
2,2,414,0.11
1,2,1111,0.09
2,2,468,0.08
2,2,312,0.11
2,2,152,0.08
2,2,298,0.11
2,2,444,0.08
2,2,740,0.11
2,2,802,0.08
2,2,516,0.11
2,2,890,0.08
2,2,918,0.11
1,2,1855,0.09
2,2,498,0.08
2,2,618,0.11
1,2,566,0.09
2,2,828,0.08
2,2,734,0.11
2,2,742,0.08
2,2,742,0.11
2,2,434,0.11
1,2,1002,0.09
2,2,1548,0.08
2,2,764,0.11
2,2,1346,0.08
1,2,495,0.05
1,2,856,0.05
1,2,832,0.05
2,2,1250,0.05
2,2,498,0.11
2,2,788,0.12
2,2,460,0.1
2,2,334,0.11
2,2,348,0.12
2,2,562,0.06
2,2,1092,0.09
2,2,648,0.1
2,2,1064,0.07
2,2,1538,0.05
1,2,350,0.07
2,2,580,0.11
1,2,368,0.08
2,2,1786,0.08
2,2,396,0.07
2,2,598,0.06
2,2,1006,0.12
1,2,855,0.05
2,2,938,0.09
1,2,447,0.13
1,2,533,0.12
2,2,424,0.11
2,2,742,0.05
2,2,1172,0.1
1,2,798,0.1
2,2,488,0.08
2,2,512,0.07
2,2,424,0.11
1,2,358,0.13
2,2,812,0.12
2,2,734,0.09
1,2,479,0.12
2,2,1220,0.06
1,2,322,0.1
2,2,642,0.1
1,2,1609,0.06
1,2,1100,0.07
2,2,420,0.11
2,2,282,0.12
1,2,840,0.05
1,2,134,0.12
2,2,976,0.07
2,2,1042,0.08
1,2,163,0.06
2,2,388,0.1
1,2,1244,0.08
2,2,648,0.09
2,2,1786,0.05
2,2,688,0.06
2,2,606,0.12
1,2,353,0.05
2,2,426,0.1
2,2,474,0.09
2,2,530,0.05
1,2,956,0.13
1,2,846,0.1
1,2,704,0.07
2,2,1306,0.11
2,2,1008,0.07
2,2,1088,0.08
1,2,611,0.06
2,2,1122,0.06
1,2,815,0.12
2,2,730,0.12
2,2,472,0.09
1,2,239,0.13
2,2,792,0.1
1,2,639,0.05
2,2,848,0.05
2,2,614,0.07
1,2,1077,0.08
2,2,864,0.11
1,2,510,0.07
2,2,920,0.08
1,2,593,0.1
1,2,262,0.13
2,2,560,0.09
2,2,586,0.12
1,2,526,0.06
2,2,672,0.1
1,2,292,0.05
1,2,639,0.12
2,2,722,0.07
1,2,184,0.1
1,2,301,0.07
2,2,1426,0.06
1,2,512,0.08
2,2,1060,0.05
2,2,600,0.08
2,2,674,0.12
2,2,192,0.07
2,2,1010,0.11
1,2,372,0.06
1,2,381,0.05
2,2,1014,0.09
1,2,608,0.13
1,2,99,0.08
2,2,1120,0.1
1,2,551,0.12
1,2,508,0.1
2,2,914,0.05
2,2,670,0.12
2,2,544,0.09
1,2,710,0.07
1,2,253,0.12
1,2,470,0.05
2,2,1424,0.08
2,2,130,0.09
2,2,1304,0.07
1,2,327,0.1
2,2,868,0.1
2,2,1766,0.06
2,2,1410,0.11
2,2,494,0.12
2,2,772,0.05
1,2,925,0.06
1,2,346,0.07
2,2,522,0.08
2,2,344,0.12
2,2,494,0.11
1,2,1122,0.08
2,2,678,0.1
2,2,660,0.06
1,2,267,0.06
2,2,926,0.07
2,2,720,0.05
1,2,108,0.08
1,2,813,0.05
2,2,552,0.12
2,2,630,0.08
1,2,959,0.12
1,2,744,0.1
2,2,294,0.07
2,2,430,0.06
2,2,1528,0.09
1,2,700,0.07
2,2,884,0.11
1,2,470,0.06
2,2,964,0.1
1,2,1950,0.13
2,2,246,0.06
2,2,440,0.08
2,2,958,0.05
1,2,256,0.1
2,2,470,0.07
1,2,297,0.12
2,2,688,0.12
2,2,564,0.1
2,2,1036,0.09
1,2,139,0.1
1,2,286,0.13
2,2,860,0.11
1,2,497,0.07
2,2,624,0.07
2,2,852,0.06
2,2,658,0.12
2,2,220,0.09
1,2,176,0.1
2,2,1080,0.08
1,2,565,0.12
2,2,246,0.12
1,2,933,0.07
2,2,732,0.1
1,2,1643,0.08
2,2,1302,0.11
1,2,1188,0.06
1,2,558,0.1
2,2,1188,0.08
2,2,378,0.05
2,2,330,0.09
1,2,232,0.07
1,2,1053,0.12
2,2,596,0.1
2,2,708,0.07
2,2,732,0.11
1,2,383,0.08
1,2,380,0.05
2,2,796,0.12
1,2,488,0.13
2,2,1112,0.06
1,2,588,0.06
2,2,1270,0.08
2,2,728,0.09
1,2,153,0.05
2,2,544,0.1
1,2,232,0.08
2,2,530,0.11
2,2,688,0.12
2,2,1248,0.05
1,2,328,0.13
2,2,858,0.07
2,2,696,0.06
1,2,938,0.12
1,2,967,0.07
1,2,1469,0.1
2,2,418,0.08
1,2,894,0.06
1,2,408,0.08
2,2,982,0.1
2,2,916,0.11
2,2,1138,0.09
2,2,748,0.07
1,2,425,0.13
2,2,1006,0.12
1,2,769,0.05
1,2,291,0.07
2,2,1354,0.06
2,2,1652,0.05
1,2,699,0.12
2,2,380,0.1
2,2,1372,0.08
1,2,142,0.13
1,2,843,0.1
2,2,702,0.07
2,2,902,0.11
2,2,610,0.12
2,2,1024,0.09
1,2,814,0.06
1,2,326,0.05
2,2,456,0.05
2,2,736,0.06
1,2,970,0.08
2,2,346,0.1
2,2,480,0.08
1,2,369,0.12
1,2,323,0.1
2,2,276,0.12
2,2,506,0.11
1,2,1182,0.07
1,2,402,0.06
2,2,882,0.09
2,2,1422,0.07
2,2,632,0.1
2,2,1140,0.05
2,2,246,0.12
2,2,1260,0.06
1,2,908,0.05
1,2,1273,0.13
1,2,710,0.08
1,2,488,0.1
2,2,1038,0.11
2,2,1794,0.08
1,2,894,0.12
2,2,376,0.1
1,2,544,0.07
2,2,962,0.09
2,2,634,0.05
2,2,456,0.06
1,2,763,0.06
1,2,174,0.13
2,2,866,0.12
2,2,314,0.08
1,2,641,0.05
2,2,2162,0.07
1,2,529,0.1
2,2,822,0.11
1,2,693,0.08
1,2,319,0.07
2,2,642,0.09
1,2,162,0.13
2,2,938,0.1
2,2,638,0.06
2,2,848,0.05
1,2,662,0.12
2,2,846,0.12
2,2,334,0.07
2,2,896,0.08
2,2,536,0.11
2,2,502,0.1
2,2,828,0.09
1,2,378,0.13
2,2,658,0.06
1,2,640,0.1
1,2,615,0.08
1,2,1341,0.06
2,2,618,0.12
2,2,382,0.07
2,2,702,0.08
1,2,1061,0.07
2,2,730,0.11
2,2,2016,0.05
1,2,1623,0.05
2,2,510,0.06
1,2,1080,0.12
2,2,666,0.09
1,2,481,0.08
2,2,850,0.12
1,2,81,0.07
2,2,1640,0.1
2,2,388,0.11
2,2,1162,0.07
2,2,874,0.08
2,2,380,0.06
1,2,1151,0.13
2,2,824,0.05
1,2,1289,0.1
1,2,1262,0.06
2,2,1184,0.09
2,2,490,0.12
2,2,374,0.08
2,2,750,0.07
1,2,954,0.12
2,2,420,0.06
2,2,1166,0.1
1,2,818,0.08
1,2,1181,0.05
2,2,1382,0.11
1,2,1099,0.07
2,2,636,0.07
1,2,324,0.12
1,2,333,0.08
2,2,772,0.08
2,2,830,0.06
1,2,452,0.05
1,2,748,0.06
2,2,1048,0.1
2,2,1108,0.11
1,2,746,0.07
2,2,172,0.11
2,2,618,0.07
2,2,486,0.06
1,2,389,0.08
2,2,812,0.1
2,2,1118,0.08
1,2,601,0.05
1,2,861,0.12
2,2,662,0.11
2,2,668,0.07
2,2,730,0.06
2,2,356,0.08
2,2,588,0.1
1,2,1080,0.07
1,2,1686,0.06
1,2,507,0.05
1,2,980,0.08
1,2,512,0.12
2,2,516,0.07
2,2,710,0.06
1,2,193,0.07
2,2,498,0.1
2,2,692,0.08
2,2,1068,0.11
2,2,406,0.1
1,2,689,0.05
2,2,360,0.08
1,2,299,0.07
1,2,622,0.12
2,2,1054,0.07
2,2,776,0.06
1,2,693,0.08
2,2,912,0.11
1,2,1188,0.06
2,2,256,0.1
2,2,328,0.08
1,2,183,0.12
2,2,408,0.07
2,2,742,0.06
1,2,522,0.07
1,2,513,0.08
2,2,804,0.11
1,2,776,0.05
2,2,298,0.07
2,2,794,0.08
2,2,1170,0.1
2,2,486,0.06
1,2,884,0.06
2,2,608,0.11
1,2,480,0.07
1,2,968,0.12
2,2,554,0.07
2,2,638,0.08
2,2,498,0.1
2,2,586,0.06
1,2,840,0.05
1,2,1206,0.08
2,2,826,0.11
2,2,470,0.07
1,2,855,0.06
2,2,476,0.1
2,2,854,0.08
1,2,697,0.12
2,2,692,0.06
1,2,936,0.07
1,2,559,0.05
1,2,345,0.08
2,2,72,0.07
2,2,550,0.11
1,2,328,0.06
2,2,800,0.1
2,2,784,0.06
2,2,946,0.08
2,2,516,0.07
2,2,1010,0.11
1,2,482,0.06
1,2,890,0.08
1,2,940,0.05
2,2,686,0.1
1,2,1174,0.07
1,2,1244,0.12
2,2,530,0.08
2,2,526,0.07
2,2,1014,0.06
2,2,944,0.11
1,2,204,0.06
1,2,446,0.05
2,2,748,0.08
2,2,1178,0.1
1,2,607,0.07
2,2,1046,0.07
1,2,648,0.12
1,2,1004,0.08
2,2,2102,0.06
2,2,612,0.08
2,2,316,0.08
2,2,642,0.08
2,2,228,0.08
2,2,496,0.08
1,2,247,0.05
2,2,596,0.11
2,2,640,0.07
2,2,742,0.1
2,2,700,0.08
2,2,772,0.12
2,2,824,0.06
2,2,936,0.09
2,2,750,0.05
2,2,618,0.1
2,2,664,0.1
1,2,472,0.06
1,2,998,0.05
2,2,732,0.1
1,2,381,0.06
1,2,1397,0.07
2,2,606,0.1
1,2,966,0.05
2,2,334,0.1
1,2,753,0.07
1,2,787,0.06
2,2,1338,0.1
1,2,439,0.07
1,2,640,0.06
2,2,998,0.1
1,2,521,0.07
1,2,665,0.08
1,2,676,0.1
1,2,513,0.12
2,2,1186,0.1
1,2,292,0.1
1,2,248,0.13
1,2,588,0.08
1,2,658,0.07
1,2,1171,0.06
2,2,704,0.1
1,2,415,0.06
1,2,597,0.08
1,2,855,0.12
2,2,976,0.1
1,2,1276,0.1
1,2,510,0.08
1,2,716,0.06
1,2,1396,0.13
2,2,898,0.1
1,2,873,0.12
2,2,880,0.06
1,2,159,0.12
2,2,714,0.1
1,2,486,0.06
2,2,796,0.07
1,2,651,0.08
1,2,818,0.1
2,2,546,0.07
1,2,1017,0.13
1,2,2570,0.07
2,2,622,0.08
2,2,854,0.1
2,2,1076,0.06
1,2,586,0.12
2,2,1038,0.09
2,2,126,0.1
1,2,729,0.06
1,2,707,0.08
2,2,560,0.07
2,2,472,0.08
2,2,182,0.1
1,2,950,0.1
1,2,253,0.06
1,2,467,0.12
1,2,619,0.13
1,2,228,0.08
2,2,692,0.09
2,2,1704,0.06
2,2,1066,0.07
2,2,848,0.1
1,2,217,0.12
2,2,1032,0.08
2,2,280,0.07
2,2,280,0.1
1,2,529,0.08
1,2,1380,0.07
2,2,1080,0.09
2,2,500,0.08
1,2,699,0.06
1,2,944,0.1
2,2,1036,0.06
1,2,532,0.12
2,2,236,0.09
2,2,462,0.1
2,2,398,0.08
2,2,720,0.07
1,2,365,0.08
1,2,355,0.07
1,2,1144,0.13
2,2,580,0.06
1,2,278,0.12
2,2,644,0.09
1,2,180,0.08
2,2,664,0.1
2,2,660,0.07
1,2,653,0.1
1,2,101,0.08
2,2,264,0.1
1,2,1062,0.06
2,2,1272,0.08
2,2,568,0.09
2,2,890,0.06
2,2,430,0.07
1,2,809,0.12
1,2,272,0.06
1,2,1040,0.07
2,2,526,0.09
2,2,590,0.08
2,2,586,0.07
2,2,988,0.1
1,2,876,0.08
2,2,1408,0.06
2,2,386,0.07
1,2,402,0.12
2,2,442,0.1
2,2,748,0.09
1,2,626,0.07
1,2,367,0.08
2,2,432,0.06
1,2,2013,0.13
2,2,510,0.07
2,2,1384,0.08
2,2,734,0.1
1,2,966,0.06
2,2,728,0.09
1,2,1751,0.1
1,2,431,0.07
2,2,284,0.1
2,2,676,0.06
2,2,984,0.08
1,2,682,0.08
2,2,888,0.09
2,2,440,0.1
2,2,1464,0.07
2,2,636,0.06
1,2,932,0.13
1,2,1430,0.12
2,2,286,0.1
2,2,684,0.08
2,2,568,0.09
2,2,498,0.07
1,2,1113,0.06
2,2,310,0.1
1,2,1101,0.1
1,2,1098,0.07
2,2,428,0.09
2,2,430,0.07
1,2,911,0.08
2,2,1298,0.06
2,2,862,0.08
1,2,553,0.12
1,2,840,0.13
2,2,282,0.07
2,2,148,0.06
2,2,584,0.09
2,2,352,0.08
2,2,1120,0.1
1,2,423,0.07
1,2,670,0.1
1,2,394,0.12
2,2,412,0.06
2,2,448,0.09
2,2,504,0.08
1,2,1109,0.06
2,2,998,0.07
1,2,828,0.08
2,2,884,0.1
2,2,262,0.09
1,2,829,0.13
2,2,1070,0.06
2,2,376,0.1
2,2,636,0.07
1,2,822,0.1
1,2,391,0.08
1,2,990,0.07
1,2,637,0.06
2,2,802,0.09
2,2,1318,0.08
2,2,310,0.06
1,2,1065,0.12
2,2,730,0.07
2,2,232,0.06
2,2,390,0.09
2,2,944,0.1
2,2,508,0.08
1,2,541,0.08
2,2,484,0.07
1,2,518,0.12
1,2,1172,0.13
1,2,704,0.06
2,2,702,0.06
1,2,775,0.07
2,2,630,0.08
2,2,808,0.1
2,2,1108,0.09
1,2,1178,0.1
1,2,246,0.12
2,2,670,0.07
1,2,667,0.08
2,2,1132,0.06
2,2,744,0.09
1,2,679,0.13
2,2,632,0.07
2,2,1132,0.08
1,2,388,0.12
1,2,778,0.06
2,2,1280,0.1
2,2,286,0.09
2,2,560,0.06
2,2,406,0.1
1,2,469,0.13
2,2,940,0.07
1,2,1471,0.07
1,2,1207,0.1
1,2,1096,0.08
1,2,628,0.12
2,2,948,0.09
2,2,722,0.06
2,2,600,0.1
2,2,1748,0.08
1,2,450,0.13
1,2,303,0.1
1,2,233,0.12
1,2,388,0.07
1,2,1147,0.06
2,2,644,0.06
2,2,1156,0.07
2,2,824,0.1
2,2,1110,0.09
1,2,281,0.07
2,2,1050,0.08
1,2,609,0.13
1,2,466,0.1
2,2,622,0.06
2,2,654,0.07
2,2,600,0.1
2,2,492,0.09
1,2,1165,0.08
1,2,726,0.06
1,2,845,0.12
2,2,812,0.08
2,2,428,0.09
1,2,403,0.13
2,2,658,0.07
2,2,716,0.1
1,2,586,0.1
1,2,713,0.07
2,2,1126,0.06
1,2,435,0.12
1,2,578,0.08
1,2,504,0.06
2,2,436,0.07
2,2,686,0.08
2,2,610,0.1
2,2,648,0.06
2,2,342,0.08
2,2,1440,0.09
2,2,286,0.1
1,2,350,0.06
1,2,628,0.07
2,2,720,0.07
1,2,758,0.1
2,2,584,0.06
1,2,1159,0.13
2,2,564,0.1
2,2,584,0.07
2,2,1016,0.08
1,2,998,0.08
2,2,968,0.09
1,2,1215,0.12
2,2,760,0.06
1,2,623,0.07
1,2,484,0.13
2,2,800,0.1
2,2,634,0.07
2,2,790,0.08
1,2,296,0.12
2,2,996,0.09
1,2,1048,0.1
2,2,502,0.1
1,2,742,0.08
2,2,1078,0.06
2,2,598,0.08
2,2,796,0.07
2,2,412,0.1
1,2,569,0.06
1,2,452,0.12
1,2,757,0.13
2,2,882,0.09
1,2,909,0.07
2,2,588,0.06
2,2,444,0.07
1,2,704,0.1
2,2,892,0.08
1,2,409,0.06
2,2,760,0.09
2,2,964,0.1
1,2,937,0.08
1,2,564,0.07
1,2,588,0.13
2,2,282,0.09
2,2,1290,0.06
2,2,896,0.08
2,2,496,0.1
2,2,1408,0.07
1,2,683,0.1
1,2,442,0.06
1,2,408,0.08
2,2,536,0.09
2,2,618,0.06
1,2,639,0.13
2,2,706,0.08
2,2,640,0.07
1,2,717,0.07
2,2,870,0.1
1,2,1652,0.12
1,2,517,0.06
1,2,456,0.08
1,2,564,0.1
2,2,806,0.09
2,2,254,0.07
2,2,732,0.06
1,2,157,0.1
1,2,500,0.13
1,2,210,0.06
2,2,750,0.1
2,2,1128,0.08
1,2,446,0.12
2,2,572,0.07
2,2,612,0.09
2,2,868,0.06
2,2,530,0.09
2,2,1476,0.08
1,2,867,0.12
2,2,444,0.06
2,2,556,0.07
1,2,317,0.08
2,2,332,0.09
2,2,852,0.1
1,2,395,0.1
2,2,458,0.08
1,2,906,0.06
2,2,218,0.09
2,2,686,0.06
2,2,712,0.07
1,2,918,0.13
1,2,878,0.07
1,2,400,0.08
1,2,561,0.12
2,2,936,0.1
2,2,372,0.09
1,2,551,0.06
2,2,1182,0.08
1,2,720,0.1
1,2,327,0.07
1,2,132,0.06
2,2,944,0.07
1,2,457,0.13
2,2,502,0.09
2,2,1174,0.06
2,2,482,0.08
2,2,720,0.1
1,2,89,0.06
1,2,459,0.1
1,2,281,0.07
2,2,234,0.06
2,2,550,0.07
1,2,958,0.08
2,2,630,0.09
2,2,432,0.1
2,2,690,0.08
1,2,1254,0.12
1,2,430,0.06
1,2,786,0.13
2,2,716,0.06
1,2,446,0.1
2,2,764,0.07
2,2,806,0.1
2,2,924,0.09
1,2,528,0.08
2,2,788,0.08
1,2,318,0.06
2,2,570,0.07
2,2,280,0.09
1,2,600,0.13
2,2,752,0.1
2,2,772,0.08
1,2,1382,0.07
2,2,678,0.07
1,2,616,0.08
1,2,1080,0.12
2,2,376,0.1
1,2,105,0.07
2,2,1098,0.09
1,2,883,0.06
2,2,826,0.08
1,2,1268,0.1
2,2,602,0.07
1,2,617,0.13
2,2,446,0.1
2,2,2802,0.06
2,2,908,0.09
1,2,339,0.06
1,2,738,0.08
1,2,632,0.07
2,2,820,0.08
2,2,478,0.06
2,2,716,0.07
2,2,704,0.1
1,2,987,0.12
1,2,596,0.13
2,2,248,0.06
2,2,472,0.08
2,2,840,0.09
1,2,498,0.06
2,2,634,0.1
1,2,713,0.08
2,2,538,0.09
1,2,563,0.12
2,2,744,0.06
1,2,1374,0.1
2,2,1512,0.07
1,2,619,0.13
2,2,772,0.1
1,2,342,0.08
1,2,1156,0.07
2,2,536,0.07
1,2,826,0.06
2,2,870,0.08
2,2,1036,0.09
1,2,368,0.08
2,2,944,0.1
1,2,659,0.12
2,2,580,0.07
1,2,798,0.1
2,2,1568,0.06
1,2,702,0.07
2,2,616,0.09
2,2,766,0.08
1,2,360,0.08
1,2,571,0.06
2,2,486,0.07
2,2,474,0.06
2,2,642,0.08
2,2,580,0.06
1,2,432,0.08
2,2,1158,0.09
1,2,1712,0.13
1,2,1138,0.12
2,2,1078,0.07
1,2,1041,0.1
1,2,962,0.07
2,2,274,0.09
2,2,642,0.06
1,2,404,0.08
1,2,114,0.07
1,2,1161,0.06
1,2,466,0.12
2,2,1684,0.08
2,2,830,0.07
2,2,410,0.06
2,2,794,0.09
1,2,413,0.07
1,2,356,0.06
2,2,510,0.06
1,2,1093,0.13
2,2,660,0.08
1,2,740,0.08
2,2,862,0.07
1,2,543,0.12
2,2,922,0.09
1,2,1218,0.1
2,2,518,0.08
2,2,620,0.06
1,2,494,0.13
1,2,794,0.06
2,2,360,0.06
2,2,542,0.08
2,2,1012,0.09
1,2,970,0.07
1,2,713,0.08
2,2,1644,0.07
1,2,694,0.1
1,2,326,0.06
1,2,1084,0.12
2,2,694,0.09
2,2,774,0.08
1,2,395,0.07
2,2,1066,0.06
2,2,592,0.07
1,2,872,0.13
1,2,182,0.12
1,2,512,0.1
2,2,378,0.09
1,2,695,0.08
2,2,256,0.06
2,2,576,0.08
1,2,564,0.06
1,2,341,0.07
2,2,540,0.07
2,2,368,0.09
1,2,483,0.13
2,2,122,0.09
1,2,294,0.06
2,2,808,0.06
2,2,726,0.08
1,2,498,0.08
1,2,367,0.07
1,2,712,0.12
2,2,106,0.09
1,2,225,0.06
2,2,1346,0.07
1,2,174,0.08
2,2,516,0.09
2,2,846,0.06
1,2,725,0.13
1,2,415,0.07
2,2,1196,0.08
2,2,636,0.07
1,2,1671,0.1
2,2,710,0.09
1,2,574,0.08
1,2,712,0.06
2,2,408,0.07
2,2,524,0.08
2,2,1650,0.06
2,2,700,0.09
1,2,662,0.1
1,2,1124,0.07
1,2,615,0.06
2,2,530,0.06
2,2,542,0.09
2,2,1420,0.08
1,2,1016,0.08
2,2,1802,0.07
2,2,236,0.06
2,2,342,0.09
1,2,2174,0.12
1,2,441,0.07
1,2,1841,0.13
2,2,838,0.08
2,2,782,0.07
2,2,664,0.09
1,2,330,0.07
1,2,461,0.12
2,2,1080,0.06
1,2,911,0.06
2,2,494,0.08
1,2,504,0.13
1,2,1301,0.1
1,2,169,0.07
1,2,147,0.06
2,2,790,0.07
2,2,232,0.08
2,2,448,0.06
1,2,1042,0.08
2,2,866,0.09
1,2,555,0.12
2,2,284,0.06
2,2,426,0.07
2,2,688,0.08
2,2,646,0.09
2,2,254,0.06
1,2,538,0.06
1,2,512,0.08
2,2,664,0.07
2,2,734,0.08
2,2,660,0.09
1,2,1170,0.13
1,2,1019,0.07
2,2,234,0.07
1,2,1230,0.1
1,2,470,0.06
2,2,1324,0.06
1,2,297,0.07
2,2,692,0.09
1,2,805,0.08
1,2,1272,0.12
2,2,740,0.07
2,2,998,0.08
1,2,368,0.1
1,2,359,0.06
2,2,562,0.06
1,2,380,0.07
2,2,802,0.07
2,2,732,0.08
2,2,1248,0.09
2,2,854,0.06
1,2,861,0.08
1,2,938,0.12
1,2,869,0.1
2,2,606,0.09
2,2,890,0.07
1,2,1754,0.13
2,2,638,0.06
1,2,176,0.12
2,2,1328,0.08
1,2,1256,0.06
1,2,1011,0.07
1,2,213,0.13
2,2,500,0.07
2,2,698,0.06
2,2,422,0.08
2,2,244,0.07
1,2,384,0.12
